Z_PK,Z_ENT,Z_OPT,ZKIND,ZMETADATA,ZTAG,ZHASPROCESS,ZBILLCYCLEEND,ZTIMESTAMP,ZWIFIIN,ZWIFIOUT,ZWWANIN,ZWWANOUT
168856,5,21,0,0,1,889,,2023-02-15 10:05:06.527189,0.0,0.0,197721.0,99330.0
168857,5,11,0,0,1,430,,2023-02-15 10:05:05.579457,0.0,0.0,4978.0,1644.0
168858,5,2,0,0,1,418,,2023-02-15 10:05:05.681089,0.0,0.0,8090.0,2411.0
168859,5,6,0,0,1,66,,2023-02-15 11:05:55.300177,0.0,0.0,203814.0,67073.0
168860,5,373,0,0,1,73,,2023-02-15 11:09:44.138047,0.0,0.0,665602843.0,16708463.0
168861,5,18,0,0,1,96,,2023-02-15 11:23:34.520539,0.0,0.0,514864.0,74215.0
168862,5,7,0,0,1,973,,2023-02-15 12:03:03.422861,0.0,0.0,8507.0,4061.0
168863,5,4,0,0,1,976,,2023-02-15 12:04:30.197489,0.0,0.0,23448.0,20906.0
168864,5,13,0,0,1,76,,2023-02-15 13:12:22.899584,0.0,0.0,55997.0,22128.0
168865,5,36,0,0,1,582,,2023-02-15 13:29:20.911081,0.0,0.0,17656.0,10679.0
168866,5,9,0,0,1,892,,2023-02-15 13:29:23.931222,0.0,0.0,85781.0,12241.0
168867,5,31,0,0,1,934,,2023-02-15 13:29:24.079620,0.0,0.0,3557456.0,456733.0
168868,5,43,0,0,1,584,,2023-02-15 13:29:24.070578,0.0,0.0,5801596.0,6818189.0
168869,5,11,0,0,1,46,,2023-02-15 13:30:18.536331,0.0,0.0,76361.0,19278.0
168870,5,162,0,0,1,589,,2023-02-15 13:34:58.941970,0.0,0.0,22556191.0,4923207.0
168871,5,4,0,0,1,373,,2023-02-15 13:36:41.079751,0.0,0.0,4205.0,1912.0
168872,5,5,0,0,1,374,,2023-02-15 13:36:42.904277,0.0,0.0,98317.0,47573.0
168873,5,1,0,0,1,854,,2023-02-15 13:36:45.478246,0.0,0.0,1089.0,928.0
168874,5,7,0,0,1,898,,2023-02-15 13:37:04.458553,0.0,0.0,17384.0,18461.0
168875,5,1,0,0,1,152,,2023-02-15 13:37:11.585851,0.0,0.0,9065.0,3540.0
168876,5,3,0,0,1,695,,2023-02-15 13:46:41.662980,0.0,0.0,66106.0,47547.0
168877,5,10,0,0,1,396,,2023-02-15 16:08:22.297988,0.0,0.0,136669.0,12746.0
168878,5,2,0,0,1,757,,2023-02-15 16:19:33.650559,0.0,0.0,1056.0,335.0
168879,5,2,0,0,1,893,,2023-02-15 16:19:35.251962,0.0,0.0,25254.0,5606.0
168880,5,12,0,0,1,106,,2023-02-15 16:19:45.180692,0.0,0.0,218385.0,40102.0
168881,5,3,0,0,1,806,,2023-02-15 16:19:44.332891,0.0,0.0,1455.0,656.0
168882,5,2,0,0,1,894,,2023-02-15 16:20:15.275397,0.0,0.0,11819.0,5038.0
168883,5,2,0,0,1,874,,2023-02-15 16:34:30.903780,0.0,0.0,25786.0,10707.0
168884,5,4,0,0,1,103,,2023-02-15 16:44:17.030367,0.0,0.0,2411760.0,52825.0
168885,5,1,0,0,1,903,,2023-02-15 16:44:46.060143,0.0,0.0,8924.0,12564.0
168886,5,3,0,0,1,886,,2023-02-15 16:47:55.405855,0.0,0.0,65166.0,24934.0
168887,5,7,0,0,1,890,,2023-02-15 16:50:33.731073,0.0,0.0,83470.0,13236.0
168888,5,24,0,0,1,52,,2023-02-15 16:50:54.061523,0.0,0.0,3361408.0,89870.0
168889,5,11,0,0,1,156,,2023-02-15 16:50:54.437088,0.0,0.0,72310.0,27391.0
168890,5,2,0,0,1,101,,2023-02-15 16:50:57.212282,0.0,0.0,13837.0,5405.0
168891,5,37,0,0,1,54,,2023-02-15 16:50:55.732296,0.0,0.0,787979.0,156364.0
168892,5,3,0,0,1,392,,2023-02-15 16:50:56.933831,0.0,0.0,73471.0,14125.0
168893,5,2,0,0,1,568,,2023-02-15 16:50:56.298746,0.0,0.0,2177.0,1844.0
168894,5,9,0,0,1,95,,2023-02-15 16:50:59.121945,0.0,0.0,7600.0,3089.0
168895,5,13,0,0,1,70,,2023-02-15 16:51:37.195709,0.0,0.0,46283.0,25763.0
168896,5,5,0,0,1,84,,2023-02-15 16:54:41.867653,0.0,0.0,47615.0,27375.0
168897,5,10,0,0,1,124,,2023-02-15 16:55:17.712572,0.0,0.0,5116.0,1664.0
168898,5,38,0,0,1,125,,2023-02-15 16:55:20.431796,0.0,0.0,5502894.0,33265597.0
168899,5,5,0,0,1,99,,2023-02-15 17:03:26.285050,0.0,0.0,25201.0,13317.0
168900,5,86,0,0,1,43,,2023-02-15 17:03:37.038083,0.0,0.0,402760.0,263697.0
168901,5,144,0,0,1,55,,2023-02-15 17:05:40.267640,0.0,0.0,1346559.0,424051.0
168902,5,89,0,0,1,588,,2023-02-15 17:12:03.739321,0.0,0.0,72056.0,36111.0
168903,5,69,0,0,1,50,,2023-02-15 17:12:03.994275,0.0,0.0,17623.0,12167.0
168904,5,1,0,0,1,910,,2023-02-15 17:12:10.940486,0.0,0.0,8844.0,12300.0
168905,5,16,0,0,1,552,,2023-02-15 17:39:33.319557,0.0,0.0,18704.0,14245.0
168906,5,28,0,0,1,94,,2023-02-15 17:53:53.883214,0.0,0.0,676869.0,98841.0
168907,5,12,0,0,1,834,,2023-02-15 17:59:25.343868,0.0,0.0,67687.0,40540.0
168908,5,1,0,0,1,168,,2023-02-15 18:39:00.130179,0.0,0.0,711.0,307.0
168909,5,1,0,0,1,169,,2023-02-15 18:39:03.089047,0.0,0.0,1264.0,918.0
168910,5,1,0,0,1,836,,2023-02-15 18:39:03.093568,0.0,0.0,24811.0,2926.0
168911,5,6,0,0,1,74,,2023-02-15 18:47:39.192949,0.0,0.0,38255.0,22875.0
168912,5,2,0,0,1,393,,2023-02-15 19:01:42.502893,0.0,0.0,1262.0,404.0
168913,5,2,0,0,1,855,,2023-02-15 19:01:42.971254,0.0,0.0,19457.0,3209.0
168914,5,37,0,0,1,837,,2023-02-15 19:03:48.369977,0.0,0.0,2744521.0,599695.0
168915,5,4,0,0,1,108,,2023-02-15 19:35:26.875135,0.0,0.0,20130.0,8529.0
168916,5,5,0,0,1,857,,2023-02-15 19:47:24.105957,0.0,0.0,66830.0,41688.0
168917,5,368,0,0,1,48,,2023-02-15 20:06:33.084206,0.0,0.0,143018247.0,8016119.0
168918,5,120,0,0,1,134,,2023-02-15 20:06:32.762264,0.0,0.0,76416.0,48475.0
168919,5,2,0,0,1,899,,2023-02-15 20:06:36.855290,0.0,0.0,17929.0,24943.0
168920,5,4,0,0,1,218,,2023-02-15 20:06:36.093076,0.0,0.0,9151.0,5509.0
168921,5,7,0,0,1,58,,2023-02-15 20:06:40.149079,0.0,0.0,70675.0,22453.0
168922,5,2,0,0,1,559,,2023-02-15 20:11:17.002271,0.0,0.0,890.0,614.0
168923,5,10,0,0,1,105,,2023-02-15 20:11:41.552859,0.0,0.0,66182.0,61143.0
168924,5,14,0,0,1,35,,2023-02-15 21:38:45.972133,0.0,0.0,69414.0,14697.0
168925,5,11,0,0,1,128,,2023-02-15 22:54:38.314454,0.0,0.0,40087.0,46432.0
168957,5,1,0,0,1,101,,2023-02-01 11:36:33.585133,0.0,0.0,1492266.0,838019.0
168960,5,1,0,0,1,109,,2023-02-01 11:36:40.825340,0.0,0.0,7534166.0,3060560.0
168961,5,1,0,0,1,111,,2023-02-01 11:37:02.191191,0.0,0.0,5602695.0,691217.0
168963,5,1,0,0,1,121,,2023-02-01 11:36:36.916436,0.0,0.0,5318646.0,1140868.0
168975,5,1,0,0,1,195,,2023-02-01 20:09:27.479187,0.0,0.0,3358558.0,1751095.0
168977,5,1,0,0,1,213,,2023-02-01 12:41:29.437100,0.0,0.0,26801670.0,1763316.0
168980,5,1,0,0,1,223,,2023-02-01 12:22:56.542931,0.0,0.0,449160.0,180624.0
168985,5,1,0,0,1,267,,2023-02-01 20:15:15.915563,0.0,0.0,176905.0,157979.0
168987,5,1,0,0,1,309,,2023-02-01 09:55:21.989383,0.0,0.0,1128297.0,493540.0
168988,5,1,0,0,1,341,,2023-02-01 13:05:36.832787,0.0,0.0,906517190.0,7684936.0
168997,5,1,0,0,1,431,,2023-02-01 13:22:17.724243,0.0,0.0,3259007.0,4463301.0
168999,5,1,0,0,1,489,,2023-02-01 13:08:54.734598,0.0,0.0,840262.0,433486.0
169000,5,1,0,0,1,490,,2023-02-01 13:08:54.987414,0.0,0.0,167241282.0,21420484.0
169002,5,1,0,0,1,544,,2023-02-01 13:08:59.577223,0.0,0.0,171145.0,137218.0
169010,5,1,0,0,1,614,,2022-12-22 09:02:30.062133,0.0,0.0,77360.0,108093.0
169012,5,1,0,0,1,661,,2023-02-01 13:22:12.404407,0.0,0.0,4997882.0,2997410.0
169013,5,1,0,0,1,662,,2023-02-01 13:22:17.711811,0.0,0.0,242945043.0,6409634.0
169015,5,1,0,0,1,676,,2023-02-01 13:22:17.729804,0.0,0.0,549440.0,203244.0
169022,5,1,0,0,1,842,,2023-02-01 12:05:14.162250,0.0,0.0,148047.0,179133.0
169023,5,1,0,0,1,844,,2023-02-01 08:26:55.165056,0.0,0.0,3578147.0,798236.0
169030,5,1,0,0,1,857,,2023-02-01 03:05:41.649444,0.0,0.0,942246.0,607060.0
169033,5,1,0,0,1,872,,2023-02-01 13:08:59.618261,0.0,0.0,24958373.0,4083635.0
169034,5,1,0,0,1,874,,2023-02-01 16:46:20.843227,0.0,0.0,758988.0,280469.0
169040,5,1,0,0,1,904,,2023-02-01 12:03:50.584936,0.0,0.0,579312.0,139196.0
169041,5,1,0,0,1,910,,2023-02-01 10:02:41.458942,0.0,0.0,1260479.0,1192159.0
169046,5,1,0,0,1,946,,2023-02-01 20:02:25.251027,0.0,0.0,70203.0,39187.0
169047,5,1,0,0,1,947,,2023-02-01 20:02:27.243218,0.0,0.0,311501.0,37016.0
169049,5,1,0,0,1,970,,2023-02-01 13:05:36.800569,0.0,0.0,4242588.0,1271282.0
169050,5,159,0,0,1,39,,2023-02-16 08:49:16.801677,0.0,0.0,278273.0,727172.0
169051,5,8,0,0,1,897,,2023-02-16 08:55:21.952947,0.0,0.0,60354.0,27681.0
169052,5,2,0,0,1,830,,2023-02-16 08:55:25.496591,0.0,0.0,8172.0,2352.0
169053,5,22,0,0,1,158,,2023-02-16 09:07:09.189253,0.0,0.0,37512.0,22361.0
169054,5,15,0,0,1,161,,2023-02-16 09:07:15.233805,0.0,0.0,102684.0,53366.0
169055,5,13,0,0,1,675,,2023-02-16 09:07:15.214275,0.0,0.0,28257.0,31558.0
169056,5,4,0,0,1,188,,2023-02-16 09:07:15.179871,0.0,0.0,355534.0,18146.0
169057,5,30,0,0,1,827,,2023-02-16 09:07:13.215633,0.0,0.0,19927004.0,3214426.0
169058,5,2,0,0,1,508,,2023-02-16 09:07:17.463831,0.0,0.0,679.0,266.0
169059,5,2,0,0,1,838,,2023-02-16 09:07:18.269810,0.0,0.0,21794.0,4069.0
169060,5,1,0,0,1,840,,2023-02-16 09:07:19.765415,0.0,0.0,347.0,203.0
169061,5,2,0,0,1,841,,2023-02-16 09:07:20.985232,0.0,0.0,7229.0,2329.0
169062,5,1,0,0,1,814,,2023-02-16 09:10:19.394661,0.0,0.0,1264.0,489.0
169063,5,2,0,0,1,93,,2023-02-16 09:10:20.848196,0.0,0.0,197360.0,21540.0
169064,5,3,0,0,1,497,,2023-02-16 09:10:25.713711,0.0,0.0,14201.0,8266.0
169065,5,12,0,0,1,845,,2023-02-16 09:10:36.658844,0.0,0.0,62991.0,38444.0
169066,5,49,0,0,1,33,,2023-02-16 09:10:36.604984,0.0,0.0,36405.0,31324.0
169067,5,2,0,0,1,797,,2023-02-16 09:10:51.643913,0.0,0.0,1060.0,646.0
169068,5,3,0,0,1,798,,2023-02-16 09:10:51.749453,0.0,0.0,46676.0,23885.0
169069,5,1,0,0,1,945,,2023-02-16 09:10:53.750917,0.0,0.0,8955.0,12301.0
169070,5,1,0,0,1,895,,2023-02-16 09:11:03.903329,0.0,0.0,21192.0,12435.0
169071,5,44,0,0,1,47,,2023-02-16 09:11:14.639314,0.0,0.0,630558.0,56659.0
169072,5,15,0,0,1,223,,2023-02-16 09:14:01.408158,0.0,0.0,1800.0,720.0
169073,5,13,0,0,1,117,,2023-02-16 09:17:07.054363,0.0,0.0,69685.0,29962.0
169074,5,4,0,0,1,667,,2023-02-16 09:18:11.793405,0.0,0.0,75115.0,22955.0
169075,5,28,0,0,1,221,,2023-02-16 09:18:14.853028,0.0,0.0,252829.0,220074.0
169076,5,46,0,0,1,234,,2023-02-16 09:24:29.042959,0.0,0.0,31275.0,20729.0
169077,5,136,0,0,1,235,,2023-02-16 09:24:36.173013,0.0,0.0,5778754.0,2586636.0
169078,5,110,0,0,1,856,,2023-02-16 09:24:37.321502,0.0,0.0,168329774.0,3213418.0
169079,5,55,0,0,1,811,,2023-02-16 09:33:14.794855,0.0,0.0,5720382.0,446342.0
169080,5,3,0,0,1,842,,2023-02-16 09:33:19.801230,0.0,0.0,306.0,193.0
169081,5,13,0,0,1,888,,2023-02-16 09:33:52.135686,0.0,0.0,28253.0,11740.0
169082,5,2,0,0,1,151,,2023-02-16 09:34:18.919183,0.0,0.0,9009.0,3553.0
169083,5,5,0,0,1,847,,2023-02-16 09:37:17.950494,0.0,0.0,51285.0,13157.0
169084,5,2,0,0,1,36,,2023-02-16 09:37:16.261358,0.0,0.0,1483.0,561.0
169085,5,13,0,0,1,848,,2023-02-16 09:37:19.899736,0.0,0.0,178987.0,65288.0
169086,5,8,0,0,1,78,,2023-02-16 09:37:18.514784,0.0,0.0,3624.0,1606.0
169087,5,8,0,0,1,499,,2023-02-16 09:37:19.955111,0.0,0.0,81649.0,24925.0
169088,5,2,0,0,1,665,,2023-02-16 09:37:25.736706,0.0,0.0,7481.0,3700.0
169089,5,20,0,0,1,144,,2023-02-16 09:38:11.486249,0.0,0.0,246065.0,91982.0
169090,5,4,0,0,1,911,,2023-02-16 09:38:11.442601,0.0,0.0,470251.0,19108.0
169091,5,1,0,0,1,628,,2023-02-16 09:38:37.415575,0.0,0.0,1346.0,928.0
169092,5,1,0,0,1,912,,2023-02-16 09:39:07.723840,0.0,0.0,878715.0,5975.0
169093,5,8,0,0,1,67,,2023-02-16 09:50:18.046380,0.0,0.0,5456.0,1641.0
169094,5,7,0,0,1,372,,2023-02-16 09:50:23.733082,0.0,0.0,81632.0,18190.0
169095,5,18,0,0,1,44,,2023-02-16 09:57:20.647112,0.0,0.0,2023.0,2211.0
169096,5,5,0,0,1,185,,2023-02-16 09:57:43.339651,0.0,0.0,15732.0,6845.0
169097,5,11,0,0,1,248,,2023-02-16 09:58:16.724824,0.0,0.0,22270.0,9377.0
169098,5,14,0,0,1,57,,2023-02-16 10:01:34.569092,0.0,0.0,218184.0,87061.0
169099,5,3,0,0,1,896,,2023-02-16 10:02:24.205325,0.0,0.0,25622.0,8679.0
169100,5,10,0,0,1,430,,2023-02-16 10:05:21.704544,0.0,0.0,4223.0,1428.0
169101,5,2,0,0,1,63,,2023-02-16 10:05:21.934000,0.0,0.0,752.0,396.0
169102,5,13,0,0,1,889,,2023-02-16 10:05:23.943682,0.0,0.0,117829.0,49884.0
169103,5,4,0,0,1,69,,2023-02-16 10:05:47.185864,0.0,0.0,21686.0,9817.0
169104,5,21,0,0,1,369,,2023-02-16 10:05:57.918060,0.0,0.0,312206.0,76814.0
169105,5,1,0,0,1,145,,2023-02-16 10:08:18.902309,0.0,0.0,9089.0,3073.0
169106,5,1,0,0,1,189,,2023-02-16 10:12:17.524460,0.0,0.0,1081.0,421.0
169107,5,1,0,0,1,473,,2023-02-16 10:12:20.744386,0.0,0.0,1089.0,926.0
169108,5,1,0,0,1,853,,2023-02-16 10:12:23.414143,0.0,0.0,33255.0,10670.0
169109,5,2,0,0,1,359,,2023-02-16 10:14:24.986244,0.0,0.0,1088.0,924.0
169110,5,4,0,0,1,41,,2023-02-16 10:16:20.129752,0.0,0.0,1536.0,689.0
169111,5,4,0,0,1,994,,2023-02-16 10:16:23.536275,0.0,0.0,27227.0,10990.0
169112,5,3,0,0,1,995,,2023-02-16 10:16:30.107744,0.0,0.0,15870.0,11105.0
169113,5,3,0,0,1,914,,2023-02-16 10:16:30.095956,0.0,0.0,7548.0,9710.0
169114,5,2,0,0,1,859,,2023-02-16 10:16:30.089939,0.0,0.0,36223.0,5410.0
169115,5,1,0,0,1,92,,2023-02-16 10:16:54.284225,0.0,0.0,1579.0,611.0
169116,5,2,0,0,1,64,,2023-02-16 10:16:58.532369,0.0,0.0,1046.0,418.0
169117,5,3,0,0,1,812,,2023-02-16 10:16:57.199615,0.0,0.0,80363.0,61304.0
169118,5,2,0,0,1,91,,2023-02-16 10:16:58.009170,0.0,0.0,9208.0,4149.0
169119,5,2,0,0,1,86,,2023-02-16 10:16:58.562566,0.0,0.0,1096.0,406.0
169120,5,4,0,0,1,65,,2023-02-16 10:16:59.339870,0.0,0.0,92973.0,33692.0
169121,5,1,0,0,1,195,,2023-02-16 10:16:58.397472,0.0,0.0,10574.0,5885.0
169122,5,3,0,0,1,87,,2023-02-16 10:16:59.918649,0.0,0.0,108665.0,41824.0
169123,5,1,0,0,1,264,,2023-02-16 10:17:53.221134,0.0,0.0,87.0,71.0
169124,5,1,0,0,1,901,,2023-02-16 10:18:10.800665,0.0,0.0,629.0,204.0
169125,5,1,0,0,1,902,,2023-02-16 10:18:12.359649,0.0,0.0,9564.0,4840.0
169126,5,3,0,0,1,553,,2023-02-16 10:18:10.375373,0.0,0.0,120894.0,9768.0
169127,5,8,0,0,1,946,,2023-02-16 10:26:39.594336,0.0,0.0,6469.0,2764.0
169128,5,9,0,0,1,955,,2023-02-16 10:26:45.990748,0.0,0.0,1995469.0,247275.0
169129,5,2,0,0,1,82,,2023-02-16 10:27:11.421226,0.0,0.0,35228.0,3922.0
169130,5,1,0,0,1,956,,2023-02-16 10:27:15.166760,0.0,0.0,1345.0,926.0
169131,5,1,0,0,1,572,,2023-02-16 10:27:13.955464,0.0,0.0,54503.0,4418.0
169132,5,2,0,0,1,993,,2023-02-16 10:27:21.472488,0.0,0.0,16327.0,5294.0
169133,5,1,0,0,1,967,,2023-02-16 10:28:01.642394,0.0,0.0,28615.0,13063.0
169134,5,3,0,0,1,71,,2023-02-16 10:35:17.097030,0.0,0.0,10741.0,4361.0
169135,5,35,0,0,1,259,,2023-02-16 10:35:50.703775,0.0,0.0,45197.0,19370.0
169136,5,98,0,0,1,260,,2023-02-16 10:35:52.336424,0.0,0.0,120259905.0,1800832.0
169137,5,4,0,0,1,884,,2023-02-16 10:35:56.538931,0.0,0.0,94511.0,31863.0
169138,5,1,0,0,1,844,,2023-02-16 10:43:38.280264,0.0,0.0,19035.0,4667.0
169139,5,2,0,0,1,121,,2023-02-16 10:53:59.559930,0.0,0.0,11133.0,2522.0
169140,5,2,0,0,1,418,,2023-02-16 10:55:54.423952,0.0,0.0,8146.0,3077.0
169141,5,2,0,0,1,231,,2023-02-16 11:01:26.308825,0.0,0.0,3551.0,1628.0
169142,5,1,0,0,1,887,,2023-02-16 11:01:28.714944,0.0,0.0,61140.0,24449.0
169143,5,2,0,0,1,632,,2023-02-16 11:01:30.400266,0.0,0.0,761710.0,102797.0
169144,5,1,0,0,1,879,,2023-02-16 11:01:56.243459,0.0,0.0,4541.0,1866.0
169145,5,2,0,0,1,904,,2023-02-16 11:04:36.427487,0.0,0.0,10069.0,2292.0
169146,5,6,0,0,1,603,,2023-02-16 11:07:11.875131,0.0,0.0,19435.0,8870.0
169147,5,8,0,0,1,862,,2023-02-16 11:07:14.497240,0.0,0.0,3332019.0,361693.0
169148,5,4,0,0,1,630,,2023-02-16 11:07:15.494776,0.0,0.0,20319.0,13505.0
169149,5,10,0,0,1,604,,2023-02-16 11:07:17.565672,0.0,0.0,190881.0,78437.0
169150,5,1,0,0,1,109,,2023-02-16 11:11:21.103428,0.0,0.0,18167.0,2754.0
169151,5,1,0,0,1,111,,2023-02-16 11:11:50.792697,0.0,0.0,48182.0,5207.0
169152,5,9,0,0,1,366,,2023-02-16 11:12:23.654340,0.0,0.0,109319.0,64420.0
169153,5,11,0,0,1,73,,2023-02-16 11:16:24.737222,0.0,0.0,49195.0,61645.0
169154,5,3,0,0,1,182,,2023-02-16 11:16:42.228662,0.0,0.0,140470.0,7365.0
169155,5,2,0,0,1,913,,2023-02-16 11:17:38.673472,0.0,0.0,4926.0,1532.0
169156,5,2,0,0,1,402,,2023-02-16 11:17:38.601510,0.0,0.0,9226.0,3800.0
169157,5,2,0,0,1,961,,2023-02-16 11:17:45.646838,0.0,0.0,21811.0,14009.0
169158,5,1,0,0,1,852,,2023-02-16 11:18:21.824612,0.0,0.0,8273.0,3038.0
169159,5,1,0,0,1,146,,2023-02-16 11:18:38.821084,0.0,0.0,37878.0,5218.0
169160,5,1,0,0,1,878,,2023-02-16 11:18:53.006398,0.0,0.0,14781.0,7298.0
169161,5,6,0,0,1,172,,2023-02-16 11:20:39.457887,0.0,0.0,39396.0,12479.0
169162,5,4,0,0,1,107,,2023-02-16 11:29:38.601962,0.0,0.0,79151.0,29632.0
169163,5,1,0,0,1,219,,2023-02-16 11:40:31.796591,0.0,0.0,0.0,174.0
169164,5,16,0,1,1,134,,2023-02-16 11:40:34.805847,0.0,0.0,13434.0,6989.0
169165,5,53,0,1,1,55,,2023-02-16 11:40:35.395379,0.0,0.0,739085.0,92460.0
169166,5,7,0,1,1,588,,2023-02-16 11:40:34.799068,0.0,0.0,6288.0,3177.0
169167,5,4,0,1,1,430,,2023-02-16 11:40:37.391542,0.0,0.0,2584.0,848.0
169168,5,42,0,1,1,48,,2023-02-16 11:40:37.950738,0.0,0.0,18999387.0,1111170.0
169169,5,11,0,1,1,33,,2023-02-16 11:40:36.813495,0.0,0.0,12438.0,13768.0
169170,5,3,0,1,1,219,,2023-02-16 11:40:36.819947,0.0,0.0,10352.0,2493.0
169171,5,24,0,1,1,39,,2023-02-16 11:40:36.801047,0.0,0.0,68248.0,86367.0
169172,5,20,0,1,1,43,,2023-02-16 11:40:39.866193,0.0,0.0,178663.0,49662.0
169173,5,8,0,1,1,73,,2023-02-16 11:40:39.237761,0.0,0.0,34630.0,45462.0
169174,5,4,0,1,1,889,,2023-02-16 11:40:39.215907,0.0,0.0,41776.0,18006.0
169175,5,17,0,1,1,221,,2023-02-16 11:41:12.708792,0.0,0.0,134635.0,126458.0
169176,5,8,0,1,1,44,,2023-02-16 11:41:23.190915,0.0,0.0,1450.0,991.0
169177,5,10,0,1,1,47,,2023-02-16 11:41:46.298265,0.0,0.0,74260.0,13964.0
169178,5,1,0,1,1,855,,2023-02-16 11:42:28.921784,0.0,0.0,13789.0,2416.0
169179,5,1,0,1,1,393,,2023-02-16 11:42:27.418698,0.0,0.0,631.0,202.0
169180,5,4,0,1,1,128,,2023-02-16 11:42:39.171350,0.0,0.0,58104.0,49249.0
169181,5,12,0,1,1,46,,2023-02-16 11:44:31.483011,0.0,0.0,78119.0,30391.0
169182,5,34,0,1,1,158,,2023-02-16 11:44:30.477053,0.0,0.0,44890.0,22911.0
169183,5,4,0,1,1,108,,2023-02-16 11:44:31.250341,0.0,0.0,19206.0,11352.0
169184,5,41,0,1,1,827,,2023-02-16 11:44:35.259193,0.0,0.0,21680180.0,2369104.0
169185,5,9,0,1,1,161,,2023-02-16 11:44:37.549231,0.0,0.0,99690.0,74070.0
169186,5,7,0,1,1,188,,2023-02-16 11:44:37.320607,0.0,0.0,117319.0,32839.0
169187,5,14,0,1,1,675,,2023-02-16 11:44:41.792765,0.0,0.0,33789.0,38518.0
169188,5,8,0,1,1,892,,2023-02-16 11:44:44.644481,0.0,0.0,62334.0,9795.0
169189,5,89,0,1,1,90,,2023-02-16 11:44:56.873590,0.0,0.0,10963009.0,2472064.0
169190,5,44,0,1,1,89,,2023-02-16 11:44:55.673536,0.0,0.0,24171.0,11122.0
169191,5,9,0,1,1,811,,2023-02-16 11:45:03.653431,0.0,0.0,5638.0,6173.0
169192,5,3,0,1,1,218,,2023-02-16 11:49:19.507623,0.0,0.0,2452.0,1926.0
169193,5,4,0,1,1,898,,2023-02-16 11:50:18.064061,0.0,0.0,11528.0,9813.0
169194,5,4,0,1,1,95,,2023-02-16 11:51:01.975951,0.0,0.0,3795.0,1296.0
169195,5,4,0,1,1,96,,2023-02-16 11:52:58.853067,0.0,0.0,110762.0,20005.0
169196,5,2,0,1,1,589,,2023-02-16 11:55:29.880600,0.0,0.0,653580.0,74641.0
169197,5,5,0,1,1,50,,2023-02-16 11:56:06.206261,0.0,0.0,1020.0,739.0
169198,5,30,0,1,1,76,,2023-02-16 11:56:23.892837,0.0,0.0,131765.0,60415.0
169199,5,3,0,1,1,234,,2023-02-16 11:59:36.487512,0.0,0.0,2110.0,1219.0
169200,5,2,0,1,1,235,,2023-02-16 11:59:42.096636,0.0,0.0,31100.0,12758.0
169201,5,1,0,1,1,359,,2023-02-16 11:59:39.836705,0.0,0.0,1088.0,918.0
169202,5,4,0,1,1,831,,2023-02-16 12:00:27.258735,0.0,0.0,592266.0,39148.0
169203,5,1,0,1,1,58,,2023-02-16 12:01:55.797114,0.0,0.0,10723.0,2886.0
169204,5,1,0,1,1,896,,2023-02-16 12:01:59.051604,0.0,0.0,14570.0,2606.0
169205,5,5,0,1,1,842,,2023-02-16 12:03:47.667113,0.0,0.0,661.0,340.0
169206,5,14,0,1,1,57,,2023-02-16 12:05:07.185694,0.0,0.0,430541.0,94772.0
169207,5,9,0,1,1,94,,2023-02-16 12:07:08.993747,0.0,0.0,196010.0,21401.0
169208,5,3,0,1,1,511,,2023-02-16 12:10:11.900088,0.0,0.0,9477.0,3839.0
169209,5,3,0,1,1,888,,2023-02-16 12:10:28.366392,0.0,0.0,5556.0,2101.0
169210,5,1,0,1,1,67,,2023-02-16 12:11:20.976129,0.0,0.0,1295.0,426.0
169211,5,2,0,1,1,372,,2023-02-16 12:11:24.458033,0.0,0.0,27254.0,5469.0
169212,5,3,0,1,1,145,,2023-02-16 12:11:40.015384,0.0,0.0,18222.0,6249.0
169213,5,2,0,1,1,553,,2023-02-16 12:12:34.663012,0.0,0.0,20614.0,5505.0
169214,5,6,0,1,1,369,,2023-02-16 12:13:33.632194,0.0,0.0,177639.0,29721.0
169215,5,2,0,1,1,70,,2023-02-16 12:13:32.799462,0.0,0.0,9513.0,3759.0
169216,5,3,0,1,1,117,,2023-02-16 12:14:27.422749,0.0,0.0,18364.0,8519.0
169217,5,1,0,1,1,259,,2023-02-16 12:14:37.861159,0.0,0.0,1167.0,978.0
169218,5,9,0,1,1,54,,2023-02-16 12:28:36.351894,0.0,0.0,233102.0,45998.0
169219,5,1,0,1,1,552,,2023-02-16 12:29:37.053183,0.0,0.0,840.0,915.0
169220,5,3,0,1,1,845,,2023-02-16 12:33:01.638548,0.0,0.0,15241.0,14812.0
169221,5,2,0,1,1,100,,2023-02-16 12:41:47.079916,0.0,0.0,24173.0,7847.0
169222,5,2,0,1,1,890,,2023-02-16 12:43:24.318942,0.0,0.0,16533.0,2727.0
169223,5,3,0,1,1,248,,2023-02-16 12:43:26.741730,0.0,0.0,10352.0,4569.0
169224,5,3,0,1,1,52,,2023-02-16 12:43:25.272811,0.0,0.0,1616344.0,35812.0
169225,5,3,0,1,1,144,,2023-02-16 12:43:26.432683,0.0,0.0,69180.0,10501.0
169226,5,1,0,1,1,156,,2023-02-16 12:43:25.928544,0.0,0.0,23839.0,5511.0
169227,5,1,0,1,1,897,,2023-02-16 12:43:28.644434,0.0,0.0,10417.0,2951.0
169228,5,5,0,1,1,106,,2023-02-16 12:43:28.992755,0.0,0.0,33538.0,11596.0
